,Artist,Song,Lyrics,Genre
55,George Strait,http://www.songlyrics.com/george-strait/write-this-down-lyrics/,"I never saw the end in sight
Fools are kind of blind
Thought everything was going alright
But I was running out of time

'Cause you had one foot out the door
I swear I didn't see
But if you're really going away
Here's some final words from me

Baby, write this down, take a little note
To remind you in case you didn't know
Tell yourself I love you and I don't want you to go
Write this down

Take my words and read 'em everyday
Keep 'em close by, don't you let 'em fade away
So you'll remember what I forgot to say
Write this down

I'll sign it at the bottom of this page
I'll swear under oath
'Cause every single word is true
And I think you need to know

So use it as a bookmark
Stick it on your 'frigerator door
Hang it in a picture frame up above the mantel
Where you'll see it for sure

Baby, write this down, take a little note
To remind you in case you didn't know
Tell yourself I love you and I don't want you to go
Write this down

An' take my words and read 'em everyday
Keep 'em close by, don't you let 'em fade away
So you'll remember what I forgot to say
Write this down

You can find a chisel
I can find a stone
Folks will be reading these words
Long after we're gone

Baby, write this down, take a little note
To remind you in case you didn't know
Tell yourself I love you and I don't want you to go
Write this down

Take my words and read 'em everyday
Keep 'em close by, don't you let 'em fade away
So you'll remember what I forgot to say
Write this down

Oh I love you and I don't want you to go
Baby, write this down",Country
56,George Strait,http://www.songlyrics.com/george-strait/christmas-cookies-lyrics/,"I sure do like those Christmas cookies, sugar
I sure do like those Christmas cookies, babe
The ones that look like Santa Claus
Christmas trees, bells and stars
I sure do like those Christmas cookies, babe

Now, Christmas cookies are a special treat
The more she bakes the more I eat
And sometimes I can't get myself to stop
Sometimes she'll wait till I'm asleep
She'll take the ones I didn't eat
And put those little sprinkly things on top

I sure do like those Christmas cookies, sugar
I sure do like those Christmas cookies, babe
The ones that look like Santa Claus
Christmas trees, bells and stars
I sure do like those Christmas cookies, babe

Now those sprinkly things just makes things worse
'Cause it makes them taste better than they did at first
And they're absolutely impossible to resist
Some disappear to who knows where
But I make sure I get my share
And those kids just stand there waiting for the ones I miss

Sure do like those Christmas cookies, sugar
Sure do like those Christmas cookies, babe
She gets mad that they're all gone
Before she gets the icing put on
Sure do like those Christmas cookies, babe

Now there's a benefit to all of this
That you might have overlooked or missed
So now let me tell you the best part of it all
Every time she sticks another batch in the oven
There's 15 minutes for some kissin' and'a huggin'
That's why I eat Christmas cookies all year long

I sure do like those Christmas cookies, sugar
I sure do like those Christmas cookies, babe
The ones that look like Santa Claus
Christmas trees, bells and stars
I sure do like those Christmas cookies, babe",Country
57,George Strait,http://www.songlyrics.com/george-strait/check-yes-or-no-lyrics/,"It started way back in third grade
I used to sit beside Emmylou Hayes
A pink dress, a matching bow and her pony tail
She kissed me on the school bus, but told me not to tell

Next day I chased her 'round the playground
Across the monkey bars, to the merry-go-round
And Emmylou got caught passing me a note
Before the teacher took it, I read what she wrote

""Do you love me, do you wanna be my friend?
And if you do
Well then don't be afraid to take me by the hand
If you want to
I think this is how love goes, check yes or no""

Now we're grown up and she's my wife
Still like two kids with stars in our eyes
Ain't much changed, I still chase Emmylou
Up and down the hall, around the bed in our room

Last night I took her out in a white limousine
Twenty years together, she still gets to me
Can't believe it's been that long ago
When we got started with just a little note

""Do you love me, do you wanna be my friend?
And if you do
Well then don't be afraid to take me by the hand
If you want to
I think this is how love goes, check yes or no""

""Do you love me, do you wanna be my friend?
And if you do
Well then don't be afraid to take me by the hand
If you want to
I think this is how love goes, check yes or no""

Check yes or no
Check yes or no
Check yes or no
Check yes or no",Country
58,George Strait,http://www.songlyrics.com/george-strait/the-fireman-lyrics/,"Hey, they call me the fireman, that's my name
Makin' my rounds all over town
Puttin' out old flames

Hey, well, everybody'd like to have what I've got
I can cool 'em down when they're smolderin' hot
I'm the fireman, that's my name

Last night they had a bad one
A mile or two down the road
Well, my buddy walked out
And left his woman burnin' out of control

Well, I was down there in 'bout an hour or so
With a little mouth to mouth, she was ready to go
I'm the fireman, that's my name

They call me the fireman, that's my name
Makin' my rounds all over town
Puttin' out old flames

Hey well, everybody'd like to have what I've got
I can cool 'em down when they're smolderin' hot
I'm the fireman, that's my name, burn 'em up

I've got fire-engine, red t-bird automobile
In a minute or less I can be dressed fit to kill
I work twenty-four on and twenty-four off
When they get too hot, they just give me a call
I'm the fireman, that's my name

They call me the fireman, that's my name
Makin' my rounds all over town
Puttin' out old flames

Hey well, everybody'd like to have what I've got
I can cool 'em down when they're smolderin' hot
I'm the fireman, that's my name
They call me the fireman, that's my name",Country
59,George Strait,http://www.songlyrics.com/george-strait/carrying-your-love-with-me-lyrics/,"Baby, all I got is this beat up leather bag
And everything I own don't fill up half
But don't you worry 'bout the way I pack
All I care about is gettin' back real soon
A goodbye kiss is all I need from you

'Cause I'm carrying your love with me
West Virginia down to Tennessee
I'll be movin' with the good Lord's speed
Carrying your love with me

It's my strength for holding on
Every minute that I have to be gone
I'll have everything I'll ever need
I'm carrying your love with me

On a lonely highway stuck out in the rain
Darlin', all I have to do is speak your name
The clouds roll back and the waters part
The sun starts shinin' in my heart for you
You're right there in everything I do

'Cause I'm carrying your love with me
West Virginia down to Tennessee
I'll be movin' with the good Lord's speed
Carrying your love with me

It's my strength for holding on
Every minute that I have to be gone
I'll have everything I'll ever need
I'm carrying your love with me

It's my strength for holding on
Every minute that I have to be gone
I'll have everything I'll ever need
I'm carrying your love with me
I'm carrying your love with me

I'm carrying your love with me
West Virginia down to Tennessee
I'll be movin' with the good Lord's speed
Carrying your love with me",Country
60,George Strait,http://www.songlyrics.com/george-strait/i-get-carried-away-lyrics/,"I don't take my whiskey to extremes
Don't believe in chasin' crazy dreams
My feet are planted firmly on the ground
But darlin' when you come around

I get carried away by the look by the light in your eyes
Before I even realize the ride I'm on, baby I'm long gone
I get carried away nothin' matters but bein' with you
Like a feather flyin' high up in the sky on a windy day
I get carried away

It might seem like an ordinary night
Same ol' stars same ol' moon up high
But when I see you standin' at your door
Nothin's ordinary anymore

I get carried away by the look by the light in your eyes
Before I even realize the ride I'm on, baby I'm long gone
I get carried away nothin' matters but bein' with you
Like a feather flyin' high up in the sky on a windy day
I get carried away

I get carried away by the look by the light in your eyes
Before I even realize the ride I'm on, baby I'm long gone
I get carried away nothin' matters but bein' with you
Like a feather flyin' high up in the sky on a windy day
I get carried away

Carried away",Country
61,George Strait,http://www.songlyrics.com/george-strait/she-ll-leave-you-with-a-smile-lyrics/,"At first she's gonna come on strong
Like she'll love you all night long
Like it's going out of style
Then she'll leave you with a smile

You're gonna give her all her heart
Then she will tear your world apart
You're gonna cry a little while
Still she'll leave you with a smile

Well you can't help but wonder
Why you can't help but love her
But you can't help love her
And all that hurtin' was more than worth it
It's written all over your face

One day you'll pass her on the street
With that guy you used to be
She'll say, ""Hello"" and walk on by
Then she'll leave you with a smile

Well you can't help but wonder
Why you can't help but love her
But you can't help love her
And all that hurtin' was more than worth it
It's written all over your face

At first she's gonna come on strong
Like she'll love you all night long
Like it's going out of style
Then she'll leave you with a smile

Ah, she's gonna love you
She gonna leave you with a smile",Country
62,George Strait,http://www.songlyrics.com/george-strait/george-strait-amarillo-by-morning-lyrics/,"Amarillo by morning
Up from San Antone
Everything that I've got
Is just what I've got on

When that sun is high in that Texas sky
I'll be bucking it to county fair
Amarillo by morning
Amarillo I'll be there

They took my saddle in Houston
Broke my leg in Sante Fe
Lost my wife and a girlfriend
Somewhere along the way

Well, I'll be looking for eight when they pull that gate
And I'm hoping that judge ain't blind
Amarillo by morning
Amarillo's on my mind

Amarillo by morning
Up from San Antone
And everything that I've got
Is just what I've got on

I ain't got a dime but what I've got is mine
I ain't rich but Lord, I'm free
Amarillo by morning
Amarillo's where I'll be

Amarillo by morning
Amarillo's where I'll be",Country
63,George Strait,http://www.songlyrics.com/george-strait/you-look-so-good-in-love-lyrics/,"Oh, how you sparkle, and, oh, how you shine
That flush on your cheeks is more than the wine
And he must do something that I didn't do
Whatever he's doing, it look's good on you

You look so good in love
You want him, that's easy to see
You look so good in love
And I wish you still wanted me

He must has stolen some stars from the sky
And gave them to you to wear in your eyes
And I had my chances, but I set you free
And now I wonder why I couldn't see

You look so good in love
You want him, that's easy to see
You look so good in love
And I wish you still wanted me

Darlin', I've wasted a lot of years not seeing the real you
But tonight your beauty is shining through
And I never took the time to let you know
So before he takes you away, please let me say

You look so good in love
You want him, that's easy to see
You look so good in love
And I wish you still wanted me

You look so good in love",Country
64,George Strait,http://www.songlyrics.com/george-strait/the-cowboy-rides-away-lyrics/,"I knew the stakes were high right from the start
When she dealt the cards I dealt my heart
Now I just found a game that I can't play
And this is where the cowboy rides away

And my heart is sinking like the setting sun
Setting on the things I wish I'd done
It's time to say good bye to yesterday
And this is where the cowboy rides away

We've been in and out of love and in between
And now we play the final showdown scene
And as the credits role a sad song starts to play
And this is where the cowboy rides away

And my heart is sinking like the setting sun
Setting on the things I wish I'd done
Oh the last good bye's the hardest one to say
And this is where the cowboy rides away
Oh the last good bye's the hardest one to say
And this is where the cowboy rides away",Country
65,George Strait,http://www.songlyrics.com/george-strait/el-rey-lyrics/,"Yo sÃ© bien que estoy afuera
Pero el dÃ­a que yo me muera
SÃ© que tendrÃ¡s que llorar
Llorar y llorar, llorar y llorar

DirÃ¡s que no me quisiste
Pero vas a estar muy triste
Y asÃ­ te vas a quedar

Con dinero y sin dinero
Hago siempre lo que quiero
Y mi palabra es la ley

No tengo trono ni reyna
Ni nadie que me comprenda
Pero sigo siendo el rey

Una piedra en el camino
Me enseÃ±Ã³ que mi destino
Era rodar y rodar
Rodar y rodar, rodar y rodar

DespuÃ©s me dijo un arriero
Que no hay que llegar primero
Pero hay que saber llegar

Con dinero y sin dinero
Hago siempre lo que quiero
Y mi palabra es la ley

No tengo trono ni reyna
Ni nadie que me comprenda
Pero sigo siendo el rey",Country
66,George Strait,http://www.songlyrics.com/george-strait/the-breath-you-take-lyrics/,"He looks up from second base
Dad's up in the stands
He saw the hit, the run, the slide
There ain't no bigger fan

In the parking lot after the game
He said, ""Dad, I thought you had
A plane to catch?""
He smiled and said, ""Yeah, son, I did""

But life's not the breath you take
The breathing in and out
That gets you through the day
Ain't what it's all about

You just might miss the point
Trying to win the race
Life's not the breaths you take
But the moments that take your breath away

Fast forward fifteen years
And a thousand miles away
Boy's built a life, he's got a wife
And a baby due today

He hears a voice saying, ""I made it son""
Says, ""I told you dad
You didn't have to come""
He smiles and says, ""Yeah, I know you did""

But life's not the breath you take
The breathing in and out
That gets you through the day
Ain't what it's all about

You just might miss the point
Trying to win the race
Life's not the breaths you take
But the moments that take your breath away

Just like it took my breath
When she was born
Just like it took my breath away
When dad took his last that morn'

Life's not the breath you take
The breathing in and out
That gets you through the day
Ain't what it's all about

You just might miss the point
Trying to win the race
Life's not the breaths you take
But the moments that take your breath away",Country
67,George Strait,http://www.songlyrics.com/george-strait/i-believe-lyrics/,"The night's as clear as a big desert sky
But it's hard to see the stars with these tears in my eyes
Yeah, it's hard not to cry
There's twenty-six reasons why

There's broken hearts that'll never be the same
Shattered lives still reeling from the pain
Of plans and dreams now gone
Oh, how do you move on?

But I believe
There's someone who's looking after me
Someone beside me night and day
To light the way
It's hard to conceive
Something you can't see
But I believe
I believe

There's twenty-six angels looking down from above
resting in his mercy, grace and love
Time may never heel
The sadness that we feel

But I believe
There's someone who's looking after me
Someone beside me night and day
To light the way
It's hard to conceive
Something you can't see
But I believe
I believe

The rivers flow now that used to be dry
As people all over the world start to cry
But I believe",Country
68,George Strait,http://www.songlyrics.com/george-strait/i-just-want-to-dance-with-you-lyrics/,"I don't want to be the kind to hesitate
Be too shy, wait too late
I don't care what they say other lovers do
I just want to dance with you

I got a feeling that you have a heart like mine
So let it show, let it shine
If we have a chance to make one heart of two
Then I just want to dance with you

I want to dance with you
Twirl you all around the floor
That's what they intended dancing for
And I just want to dance with you

I want to dance with you
Hold you in my arms once more
That's what they invented dancing for
And I just want to dance with you

I caught you lookin' at me when I looked at you
Yes I did, ain't that true?
You won't get embarrassed by the things I do
I just want to dance with you

Oh the boys are playing softly and the girls are too
So am I and so are you
If this was a movie we'd be right on cue
And I just want to dance with you

I want to dance with you
Twirl you all around the floor
That's what they intended dancing for
And I just want to dance with you

I want to dance with you
Hold you in my arms once more
That's what they invented dancing for
And I just want to dance with you

I want to dance with you
Twirl you all around the floor
That's what they invented dancing for
And I just want to dance with you

I want to dance with you
Hold you in my arms once more
That's what they intended dancing for
And I just want to dance with you

I just want to dance with you",Country
69,George Strait,http://www.songlyrics.com/george-strait/all-my-ex-s-live-in-texas-lyrics/,"All my ex's live in Texas
And Texas is the place I'd dearly love to be
But all my ex's live in Texas
And that's why I hang my hat in Tennessee

Rosanna's down in Texarkana
Wanted me to push her broom
Sweet Eileen's in Abilene
She forgot I hung the moon

And Allison's in Galveston
Somehow lost her sanity
And Dimple's who now lives in Temple's
Got the law looking for me

All my ex's live in Texas
And Texas is the place I'd dearly love to be
But all my ex's live in Texas
And that's why I hang my hat in Tennessee

I remember that old Frio River
Where I learned to swim
But it brings to mind another time
Where I wore my welcome thin

By transcendental meditation
I go there each night
But I always come back to myself
Long before daylight

All my ex's live in Texas
And Texas is the place I'd dearly love to be
But all my ex's live in Texas
And therefore I reside in Tennessee

Some folks think I'm hidin'
It's been rumored that I died
But I'm alive and well in Tennessee",Country
70,George Strait,http://www.songlyrics.com/george-strait/troubadour-lyrics/,"I still feel 25 most of the time
I still raise a little Cain with the boys
Honky tonks and pretty women
Lord, I'm still right there with 'em
Singing above the crowd and the noise

Sometimes I feel like Jesse James
Still trying to make a name
Knowing nothing's gonna change what I am
I was a young troubadour, when I rode in on a song
I'll be an old troubadour, when I'm gone

Well, the truth about a mirror
Is that a damned old mirror
Don't really tell the whole truth
It don't show what's deep inside
Oh, read between the lines
And it's really no reflection of my youth

Sometimes I feel like Jesse James
Still trying to make a name
Knowing nothing's gonna change what I am
I was a young troubadour, when I rode in on a song
I'll be an old troubadour, when I'm gone

I was a young troubadour, when I rode in on a song
And I'll be an old troubadour, when I'm gone
I'll be an old troubadour, when I'm gone",Country
71,George Strait,http://www.songlyrics.com/george-strait/i-can-still-make-cheyenne-lyrics/,"Her telephone rang about a quarter to nine
She heard his voice on the other end of the line
She wondered what was wrong this time?
She never knew what his calls might bring
With a cowboy like him it could be anything
And she always expected the worst in the back of her mind

He said, ""It's cold out here and I'm all alone
I didn't make the short go again and I'm coming home
I know I've been away too long
I never got a chance to write or call
And I know this Rodeo has been hard on us all but I'll be home soon
And honey is there somethin' wrong?""

She said, ""Don't bother comin' home
By the time you get here I'll be long gone
There's somebody new and he sure ain't no Rodeo man""
He said, ""I'm sorry it's come down to this
There's so much about you that I'm gonna miss
But it's alright baby, if I hurry I can still make Cheyenne
Gotta go now baby, if I hurry I can still make Cheyenne""

He left that phone danglin' off the hook
Then slowly turned around and gave it one last look
Then he just walked away
He aimed his truck toward that Wyoming line
With a little luck he could still get there in time
And in that Cheyenne wind he could still hear her say

She said, ""Don't bother comin' home
By the time you get here I'll be long gone
There's somebody new and he sure ain't no Rodeo man""
He said, ""I'm sorry it's come down to this
There's so much about you that I'm gonna miss
But it's alright baby, if I hurry I can still make Cheyenne
Gotta go now baby, if I hurry I can still make Cheyenne""

She never knew what his calls might bring
With a cowboy like him it could be anything
And she always expected the worst in the back of her mind",Country
72,George Strait,http://www.songlyrics.com/george-strait/run-lyrics/,"If there's a plane
Or a bus leaving Dallas
I hope you're on it
If there's a train moving fast
Down the tracks
I hope you caught it

'Cause I swear out there
Ain't where you ought to be
So, catch a ride, catch a cab
Don't you know I miss you bad
But don't you walk to me

Baby run
Cut a path across the blue skies
Straight in a straight line
You can't get here fast enough

Find a truck and fire it up
Lean on the gas and off the clutch
Leave Dallas in the dust
I need you in a rush
So baby run

If you ain't got a suitcase get a box
Or an old brown paper sack
Pack it light or pack it heavy
Take a truck, take a Chevy
Baby just come back

There's a shortcut
To the highway out of town
Oh, why don't you take it?
Don't let that speed limit slow you down
Go on and break it

Baby run
Cut a path across the blue skies
Straight in a straight line
You can't get here fast enough

Find a truck and fire it up
Lean on the gas and off the clutch
Leave Dallas in the dust
I need you in a rush
So baby run

Baby run
Oh, baby run",Country
73,George Strait,http://www.songlyrics.com/george-strait/give-it-away-lyrics/,"She was stormin' through the house that day
And I could tell she was leavin'
And I thought ah, she'll be back
â€~Til she turned around and pointed at the wall and said

â€½That picture from our honeymoon that night in Frisco Bay
Just give it away,â€ she said, â€½Give it awayâ€
â€½And that big four-poster, king size bed, where so much love was made
Just give it away,â€ she said, â€½Just give it awayâ€

Just give it away
There ain't nothin' in this house worth fightin' over
Oh, and we're both tired of fightin' anyway
So just give it away

So I tried to move on
But I found that each woman I held
Just reminded me of that day

When that front door swung wide open, she flung her diamond ring
Said, â€½Give it away, just give it awayâ€
And I said, â€½Now honey, don't you even want your half of everything?â€
She said, â€½Give it away, just give it awayâ€

Just give it away
There ain't nothin' in this house worth fightin' over
Oh, and we're both tired of fightin' anyway
So just give it away

So I'm still right here where she left me
Along with all the other things
She don't care about anymore

Like that picture from our honeymoon that night in Frisco Bay
She said, â€½Give it away,â€ well, I can't give it away
And that big four-poster, king size bed, where all our love was made
She said, â€½Give it away,â€ well, I can't give it away

I've got a furnished house, a diamond ring
And a lonely broken heart full of love
And I can't even give it away",Country
74,George Strait,http://www.songlyrics.com/george-strait/baby-blue-lyrics/,"She looked so much like a lady
But she was so much like a child
A devil when she held me close
An angel when she smiled

She always held it deep inside
But somehow I always knew
She'd go away when the grass turned green
And the sky turned baby blue

And baby blue, was the color of her eyes
Baby blue, like the Colorado skies
Like a breath of spring she came and left
And I still don't know why
So, here's to you and whoever
Holds my baby blue tonight

She brought colors to my life
That my eyes have never touched
When she taught me how to care
I've never cared so much

I try not to think of her
But I fall asleep and do
And drift off where the grass turns green
And the sky is baby blue

Baby blue, was the color of her eyes
Baby blue, like the Colorado skies
Like a breath of spring she came and left
And I still don't know why
So, here's to you and whoever
Holds my baby blue tonight

Baby blue, was the color of her eyes
Baby blue, like the Colorado skies
Like a breath of spring she came and left
And I still don't know why
So, here's to you and whoever
Holds my baby blue tonight

Baby blue, was the color of her eyes
Baby blue, like the Colorado skies
Baby blue, was the color of her eyes
Baby blue, like the Colorado skies
...",Country
75,Garth Brooks,http://www.songlyrics.com/garth-brooks/friends-in-low-places-long-version-lyrics/,"Garth Brooks
Miscellaneous
Friends In Low Places (Long Version)
Blame it all on my roots 
I showed up in boots 
And ruined your black tie affair 
The last one to know 
The last one to show 
I was the last one you thought you'd see there 
And I saw the surprise 
And the fear in his eyes 
When I took his glass of champagne 
And I toasted you 
Said ""Honey we may be through 
But you'll never hear me complain"" 
'Cause I've got friends in low places 
Where the whiskey drowns 
And the beer chases my blues away 
And I'll be okay 
I'm not big on social graces 
Think I'll slip on down to the Oasis 
Oh, I've got friends in low places 
(INSTRUMENTAL BREAK) 
Well I guess I was wrong 
I just don't belong 
But then, I've been there before 
Everything's alright 
I'll just say goodnight 
And I'll show myself to the door 
Hey, I didn't mean 
To cause a big scene 
Just give me an hour and then 
Well, I'll be as high as that ivory tower 
That you're livin' in 
'Cause I've got friends in low places 
Where the whiskey drowns 
And the beer chases my blues away 
And I'll be okay 
I'm not big on social graces 
Think I'll slip on down to the Oasis 
Oh, I've got friends in low places 
EVERYBODY! 
I've got friends in low places 
Where the whiskey drowns 
And the beer chases my blues away 
And I'll be okay 
I'm not big on social graces 
Think I'll slip on down to the Oasis 
Oh, I've got friends in low places 
(SPOKEN) 
(Pause) 
What?!?! 
(Pause) 
You guys... already know what's comin', don't ya? 
And ya know what... you're right. 
You're exactly right. What would a Garth Live album 
be without the live version of Friends In Low Places? 
Because it's only here where you can find that 
mysterious third verse that goes on the end of that 
song. But, does anybody know the words to that 
verse? That's what I wanna know. 
Well, in that case I think the friends in low places 
should sing that third verse. 
This outta be good. 
Alright, here we go... 
(SUNG BY CROWD) 
Well I guess I was wrong 
I just don't belong 
But then I've been there before 
Everything's alright 
I'll just say goodnight 
And I'll show myself to the door 
Hey, I didn't mean 
To cause a big scene 
Just wait till I finish this glass 
And sweet little lady 
I'll head back to the bar 
GIVE IT TO ME!!! 
And you can kiss my ass! 
(SUNG BY GARTH) 
'Cause I've got friends in low places 
Where the whiskey drowns 
And the beer chases my blues away 
And I'll be okay 
I'm not big on social graces 
Guess I'll slip on down to the Oasis 
Oh, I've got friends in low places 
NOW IT'S ALL YOU GUYS 
(SUNG BY CROWD) 
'Cause I've got friends in low places 
Where the whiskey drowns 
And the beer chases my blues away 
And I'll be okay 
I'm not big on social graces 
Think I'll slip on down to the Oasis 
Oh, I've got friends in low places 
(SUNG BY GARTH) 
I've got friends in low places 
Where the whiskey drowns 
And the beer chases my blues away 
And I'll be okay 
I'm not big on social graces 
Guess I'll slip on down to the Oasis 
Oh, I've got friends in low places 
Honey, I've got friends in low places...",Country
76,Garth Brooks,http://www.songlyrics.com/garth-brooks/the-dance-lyrics/,"Looking back on the memory of
The dance we shared 'neath the stars above
For a moment all the world was right
How could I have known that you'd ever say goodbye?

And now I'm glad I didn't know
The way it all would end, the way it all would go
Our lives are better left to chance
I could have missed the pain
But I'd have had to miss the dance

Holding you, I held everything
For a moment wasn't I a king
But if I'd only known how the king would fall
Hey, who's to say? You know, I might have changed it all

And now I'm glad I didn't know
The way it all would end the way it all would go
Our lives are better left to chance
I could have missed the pain
But I'd have had to miss the dance

Yes my life, its better left to chance
I could have missed the pain
But I'd have had to miss the dance",Country
77,Garth Brooks,http://www.songlyrics.com/garth-brooks/if-tomorrow-never-comes-lyrics/,"Garth Brooks
Miscellaneous
If Tomorrow Never Comes
Sometimes late at night 
I lie awake and watch her sleeping 
She's lost in peaceful dreams 
So I turn out the lights and lay there in the dark 
And the thought crosses my mind 
If I never wake up in the morning 
Would she ever doubt the way I feel 
About her in my heart 
If tomorrow never comes 
Will she know how much I loved her 
Did I try in every way 
To show her every day 
That she's my only one 
If my time on earth were through 
And she must face the world without me 
Is the love I gave her in the past 
Gonna be enough to last 
If tomorrow never comes 
'Cause I've lost loved ones in my life 
Who never knew how much I loved them 
Now I live with the regret 
That my true feelings for them never were revealed 
So I made a promise to myself 
To say each day how much she means to me 
And avoid that circumstance 
Where there's no second chance 
To tell her how I feel 
If tomorrow never comes 
Will she know how much I loved her 
Did I try in every way 
To show her every day 
That she's my only one 
If my time on earth were through 
And she must face the world without me 
Is the love I gave her in the past 
Gonna be enough to last 
If tomorrow never comes 
So tell that someone that you love 
Just what you're thinking of 
If tomorrow never comes",Country
78,Garth Brooks,http://www.songlyrics.com/garth-brooks/shameless-lyrics/,"Garth Brooks
Miscellaneous
Shameless
Well I'm shameless
When it comes to loving you,
I'll do anything you want me to,
I'll do anything at all.

And I'm standing
Here for all the world to see,
Oh, baby that's what's left of me,
I don't have very far to fall.

You know now I'm not a man who's ever been
Insecure about the world I've been living in.
I don't break easy, I have my pride,
But if you need to be satisfied

I'm shameless.
Honey, I don't have a prayer.
Every time I see you standing there
I go down upon my knees.

And I'm changing,
Swore I'd never compromise,
Oh, but you convinced me otherwise.
I'll do anything you need.

You see in all my life I've never found
What I couldn't resist, what I couldn't turn down.
I could walk away from anyone I ever knew,
But I can't walk away from you.

I have never had anything have this much control on me.
I've worked too hard to call my life my own.
And I've made myself a world, and it's worked so perfectly,
But it sure won't now, I can't refuse,
I've never had so much to lose.
And I'm shameless...

You know it should be easy for a man who's strong
To say he's sorry or admit when he's wrong.
I've never lost anything I ever missed,
But I've never been in love like this.
It's out of my hands.

I'm shameless.
I don't have the power now,
And I don't want it anyhow,
So I gotta let it go.

And I'm shameless.
Shameless as a man can be.
You could make a total fool of me.
I just wanted you to know
That I'm shameless.",Country
79,Garth Brooks,http://www.songlyrics.com/garth-brooks/that-summer-lyrics/,"Garth Brooks
Miscellaneous
That Summer
I went to work for her that summer 
A teenage kid so far from home 
She was a lonely widow woman 
Hell bent to make it on her own 
We were a thousand miles from nowhere 
Wheat fields as far as I could see 
Both needing something from each other 
Not knowing yet what that might be 
'Til she came to me one evening 
Hot cup of coffee and a smile 
In a dress that I was certain 
She hadn't worn in quite a while 
There was a difference in her laughter 
There was a softness in her eyes 
And on the air there was a hunger 
Even a boy could recognize 
She had a need to feel the thunder 
To chase the lightning from the sky 
To watch a storm with all its wonder 
Raging in her lover's eyes 
She had to ride the heat of passion 
Like a comet burning bright 
Rushing headlong in the wind 
Out where only dreams have been 
Burning both ends of the night 
That summer wind was all around me 
Nothing between us but the night 
When I told her that I'd never 
She softly whispered ""That's alright"" 
And then I watched her hands of leather 
Turn to velvet in a touch 
There's never been amother summer 
When I have ever loved as much 
She had a need to feel the thunder 
To chase the lightning from the sky 
To watch a storm with all its wonder 
Raging in her lover's eyes 
She had to ride the heat of passion 
Like a comet burning bright 
Rushing headlong in the wind 
Out where only dreams have been 
Burning both ends of the night 
I often think about that summer 
The sweat, the moonlight and the lace 
And I have rarely held another 
When I haven't seen her face 
And every time I pass a wheat field 
And watch it dancing with the wind 
Although I know it isn't real 
I swear inside I feel 
Her hungry arms again 
She had a need to feel the thunder 
To chase the lightning from the sky 
To watch a storm with all its wonder 
Raging in her lover's eyes 
She had to ride the heat of passion 
Like a comet burning bright 
Rushing headlong in the wind 
Out where only dreams have been 
Burning both ends of the night 
Rushing in long in the wind 
Out where only dreams have been 
Burnin' both ends of the night",Country
80,Garth Brooks,http://www.songlyrics.com/garth-brooks/the-thunder-rolls-long-version-lyrics/,"Garth Brooks
Miscellaneous
The Thunder Rolls (Long Version)
Three thirty in the morning 
Not a soul in sight 
The city's lookin' like a ghost town 
On a moonless summer night 
Raindrops on the windshield 
There's a storm moving in 
He's headin' back from somewhere 
That he never should have been 
The thunder rolls 
And the thunder rolls 
Every light is burnin' 
In a house across town 
She's pacin' by the telephone 
In her faded flannel gown 
Askin' for miracle 
Hopin' she's not right 
Prayin' it's the weather 
That's kept him out all night 
The thunder rolls 
And the thunder rolls 
The thunder rolls 
And the lightnin' strikes 
Another love grows cold 
On a sleepless night 
As the storm blows on 
Out of control 
Deep in her heart 
The thunder rolls 
She's waiting by the window 
When he pulls into the drive 
She rushes out to hold him 
Thankful he's alive 
But on the wind and rain 
A strange new perfume blows 
And the lightning flashes in her eyes 
And he knows that she knows 
The thunder rolls 
And the thunder rolls 
The thunder rolls 
And the lightnin' strikes 
Another love grows cold 
On a sleepless night 
As the storm blows on 
Out of control 
Deep in her heart 
The thunder rolls 
She runs back down the hallway 
And through the bedroom door 
She reaches for the pistol 
Kept in the dresser drawer 
Tells the lady in mirror 
He won't do this again 
'Cause tonight will be the last time 
She'll wonder where he's been 
The thunder rolls 
And the lightnin' strikes 
Another love grows cold, darlin' 
On a sleepless night 
As the storm blows on 
Out of control 
Deep in her heart 
The thunder rolls",Country
81,Garth Brooks,http://www.songlyrics.com/garth-brooks/to-make-you-feel-my-love-from-the-movie-hope-floats-lyrics/,"When the rain is blowing in your face
And the whole world is on your case
I would offer you a warm embrace
To make you feel my love

When evening shadows and the stars appear
And there's is no one to dry your tears
I could hold you for a million years
To make you feel my love

I know you haven't made your mind up yet
But I would never do you wrong
I've known it from the moment that we met
There's no doubt in my mind where you belong

I'd go hungry, I'd go black and blue
I'd go crawling down the avenue
There ain't nothing' that I wouldn't do
To make you feel my love

The storms are raging on a rolling sea
Down the highway of regret
The winds of change are blowing wild and free
But you ain't seen nothin' like me yet

There ain't nothin' that I wouldn't do
Go to the ends of the earth for you
Make you happy, make your dreams come true
To make you feel my love",Country
